資產類別,資產名稱,威脅,威脅說明,威脅 Reference,威脅源,威脅源說明,威脅源 Reference,弱點,弱點說明,弱點 Reference
實體,伺服器 (資料庫伺服器),3. 機房水損 (Water damage in server room),因天花板漏水、消防灑水系統誤觸發、或空調冷凝水外洩，導致伺服器浸水而損壞。,"ISO/IEC 27005, A.10, TP01",環境因素 / 意外,樓上水管爆裂，導致大量的水從天花板滲入機房，淋濕了整排機櫃。,"NIST SP 800-30, D-2",機房環境偵測設施不足,機房內未部署漏水偵測器，無法在第一時間發現淹水狀況並發出告警。,"CNS 27001, A.7.3"
實體,伺服器 (資料庫伺服器),4. 機房過熱導致當機 (Overheating),機房專用空調系統故障或電力中斷，導致機房溫度快速升高，伺服器觸發過熱保護而自動關機。,"ISO/IEC 27005, A.10, TP02",環境因素,在週末時，機房空調因電力問題停止運作，且無人察覺，直到週一上班才發現服務已中斷。,"NIST SP 800-30, D-2",缺乏環境監控與告警系統,機房內未部署溫濕度感測器，或感測器在偵測到異常時無法即時透過簡訊或郵件通知管理人員。,"CNS 27001, A.7.3"
實體,伺服器 (資料庫伺服器),5. 電力中斷或不穩 (Power failure or instability),"市電中斷、電壓突波或不穩，在UPS無法承擔或故障的情況下，導致伺服器非預期關機，可能造成資料庫檔案(.mdf, .dbf)毀損。","ISO/IEC 27005, A.10, TP03",環境因素,辦公大樓的總電源開關跳脫，而UPS電池又已老化，無法提供足夠時間讓資料庫正常關機。,"NIST SP 800-30, D-2",電力備援設施不足或未經測試,UPS容量不足以支撐所有關鍵設備，或未定期對UPS及發電機進行負載測試。,"CNS 27001, A.7.3"
實體,伺服器 (資料庫伺服器),6. 未經授權的實體存取 (Unauthorized physical access),非IT人員、訪客或已離職員工，在無人陪同下進入機房，可能對伺服器進行惡意關機、拔除網路線或安裝不明裝置。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員 / 外部人員,已被解雇的員工，利用尚未失效的門禁卡進入機房，惡意破壞伺服器。,"NIST SP 800-30, D-2",門禁管制與審核流程不嚴謹,未落實門禁卡的進出紀錄審核，也未在人員離職時立即撤銷其所有實體存取權限。,"CNS 27001, A.7.2"
實體,伺服器 (資料庫伺服器),7. 硬碟故障 (Hard disk failure),資料庫伺服器的硬碟（特別是存放資料或日誌檔的磁碟）發生故障，若無備援，將導致資料遺失與服務中斷。,"ISO/IEC 27005, A.10, TO01",結構性因素,伺服器已超過保固年限，其RAID卡突然故障，導致整個磁碟陣列無法讀取。,"NIST SP 800-30, D-2",缺乏硬體備援機制 (Redundancy),伺服器未使用RAID 1/5/6/10具備容錯能力的磁碟陣列，或未建立高可用性(HA)叢集架構。,"CNS 27001, A.8.14"
實體,伺服器 (資料庫伺服器),8. 纜線管理不當 (Improper cable management),機櫃內的電源線與網路線雜亂無章，容易導致誤拔、接觸不良、散熱不佳，甚至成為絆倒人員的安全隱患。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),維護人員在安裝新設備時，不小心踢到一條未固定的電源線，導致某台伺服器斷電。,"NIST SP 800-30, G-4",缺乏機房維運標準,沒有制定機房佈線、設備上下架的標準作業程序(SOP)。,"CNS 27001, A.7.4"
實體,伺服器 (資料庫伺服器),"9. 靜電放電損害 (Electrostatic discharge, ESD damage)",維護人員在接觸伺服器內部元件時，未配戴防靜電手環，導致人體靜電損壞敏感的電子零件。,"ISO/IEC 27005, A.10, TP02",內部人員 (意外),IT人員在為伺服器加裝記憶體時，因靜電導致記憶體模組或主機板插槽損壞。,"NIST SP 800-30, G-4",維護人員訓練不足,維護人員不了解靜電的危害，或缺乏必要的防靜電工具與安全操作知識。,"CNS 27001, A.7.9"
實體,伺服器 (資料庫伺服器),10. 地震或結構性損害 (Earthquake or structural damage),強烈地震導致機櫃傾倒、伺服器從機架上滑落，或建築物結構受損，造成硬體大規模毀壞。,"ISO/IEC 27005, A.10, TP01",環境因素,地震導致天花板的管線或輕鋼架掉落，直接砸毀伺服器機櫃。,"NIST SP 800-30, D-2",機房基礎設施抗震能力不足,機櫃未固定於樓板，或機房未設置在高架地板、避震平台設施上。,"CNS 27001, A.7.3"
實體,可攜式儲存媒體 (有資料USB),1. 媒體遺失 (Loss of media),員工因疏忽，將存有客戶簡報、專案資料或個人機敏檔案的USB隨身碟遺忘在會議室、計程車或家中。,"ISO/IEC 27005, A.10, TH06",內部人員 (意外),員工在外部廠商處開會後，將USB隨身碟遺留在對方的電腦上。,"NIST SP 800-30, G-4",媒體上的資料未加密,存放在USB隨身碟上的資料為明文，一旦遺失，任何撿到的人都可以讀取所有內容。,"CNS 27001, A.7.10"
實體,可攜式儲存媒體 (有資料USB),2. 媒體遭竊 (Theft of media),存放在辦公桌抽屜、公事包或家中的USB隨身碟，被惡意人士偷走。,"ISO/IEC 27005, A.10, TH06",外部攻擊者 / 敵對內部人員,竊賊闖入辦公室，除了偷竊筆電外，也一併搜刮了抽屜裡的所有儲存裝置。,"NIST SP 800-30, D-2",缺乏安全的存放設施,員工未將存有敏感資料的USB隨身碟鎖在抽屜或鐵櫃中，而是隨意放置。,"CNS 27001, A.7.7"
實體,可攜式儲存媒體 (有資料USB),3. 媒體物理損壞 (Physical damage to media),USB隨身碟因被踩到、被洗衣機清洗、或不當插拔，導致接頭或內部晶片損壞，資料無法讀取。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),員工不慎將插在電腦上的USB隨身碟撞斷。,"NIST SP 800-30, G-4",缺乏對媒體的妥善保管,未對員工宣導應如何保護可攜式媒體，避免物理性損害。,"CNS 27001, A.6.3"
實體,可攜式儲存媒體 (有資料USB),4. 媒體感染惡意軟體 (Malware infection on media),員工將USB隨身碟插入已感染病毒的公用電腦（如影印店電腦），導致隨身碟被植入病毒、蠕蟲或木馬。,"ISO/IEC 27005, A.10, TH10",環境因素,公用電腦上的惡意軟體會自動複製自身到所有插入的USB裝置中。,"NIST SP 800-30, D-2",公司電腦未停用USB自動播放功能,員工將受感染的USB插回公司電腦時，Windows的自動播放(Autorun)功能立即執行了惡意軟體。,"CNS 27001, A.8.7"
實體,可攜式儲存媒體 (有資料USB),5. 媒體壽命耗盡 (Media end-of-life),USB隨身碟的快閃記憶體有其讀寫次數壽命，長期頻繁使用後，可能無預警地發生故障，導致資料遺失。,"ISO/IEC 27005, A.10, TO01",結構性因素,員工長期使用同一支USB隨身碟作為工作暫存區，頻繁讀寫大量檔案。,"NIST SP 800-30, D-2",未將USB隨身碟視為可靠的長期儲存,員工誤將USB隨身碟當作唯一的備份儲存媒體，未將重要資料同步存放在更可靠的地方。,"CNS 27001, A.8.13"
實體,可攜式儲存媒體 (有資料USB),6. 未經授權的資料複製 (Unauthorized data copying),員工利用USB隨身碟，從公司電腦上大量複製客戶名單、原始碼、財務報表機敏資料，意圖外洩。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員,即將離職的員工，利用職務之便，將其經手的所有專案資料複製到個人的USB隨身碟中。,"NIST SP 800-30, D-2",缺乏資料外洩防護(DLP)機制,公司未部署能夠監控或阻擋使用者將被標記為敏感的資料複製到USB儲存裝置的系統。,"CNS 27001, A.8.12"
實體,可攜式儲存媒體 (有資料USB),7. 媒體報廢處理不當 (Improper media disposal),員工將不再使用或已損壞的USB隨身碟直接丟棄，未經過物理破壞，導致有心人士可能撿拾並回復其中的資料。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),員工認為USB已故障無法讀取，便直接丟入垃圾桶。,"NIST SP 800-30, G-4",缺乏媒體銷毀政策與程序,沒有明確的政策與程序，規範USB固態儲存媒體應如何進行汰除與銷毀（如使用物理粉碎機）。,"CNS 27001, A.7.10"
實體,可攜式儲存媒體 (有資料USB),8. 借用或共用導致資料混淆 (Data confusion from sharing),多位員工共用同一支USB隨身碟，導致不同專案或敏感度的資料混雜，或發生誤刪他人檔案的情形。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),員工A借用員工B的隨身碟來傳遞檔案，卻意外看到了裡面存放的員工B的薪資單檔案。,"NIST SP 800-30, G-4",未落實一人一具、公私分明原則,未對員工宣導應避免共用儲存媒體，且公司業務用USB應與私人用途分開。,"CNS 27001, A.6.2"
實體,可攜式儲存媒體 (有資料USB),"9. 靜電放電損害 (Electrostatic discharge, ESD damage)",在乾燥的環境下，人體靜電透過USB隨身碟的金屬接頭放電，可能損壞其內部的控制晶片。,"ISO/IEC 27005, A.10, TP02",環境因素,在鋪設地毯的乾燥辦公室中，員工觸摸USB時發生靜電放電，導致裝置損壞。,"NIST SP 800-30, D-2",缺乏對員工的設備保護宣導,未對員工進行關於靜電危害與防護的基礎教育。,"CNS 27001, A.6.3"
實體,可攜式儲存媒體 (有資料USB),10. 假冒或劣質產品 (Counterfeit or low-quality products),員工使用自行購買的來路不明或標示容量不實的USB隨身碟，此類產品故障率高，容易造成資料遺失。,"ISO/IEC 27005, A.10, TO01",供應商 / 內部人員(意外),員工購買了號稱1TB但實際只有8GB容量的假冒USB，存入超過容量的檔案皆會損毀。,"NIST SP 800-30, D-2",未提供或規範員工使用的可攜式媒體,公司未統一採購並配發經過驗證的USB隨身碟，也未禁止員工使用私人的儲存裝置處理公務。,"CNS 27001, A.5.21"
實體,可攜式儲存媒體 (有資料備份磁帶),1. 媒體在運送過程中遺失 (Loss of media during transport),委託物流公司將存放每日備份資料的磁帶運送至異地備援中心時，磁帶在途中遺失。,"ISO/IEC 27005, A.10, TH06",供應商 (意外),運送人員疏失或車輛發生事故，導致存放磁帶的箱子遺失或被毀。,"NIST SP 800-30, D-2",媒體上的資料未加密,存放在磁帶上的備份資料為明文，一旦遺失，任何人都可透過相容的磁帶機讀取所有備份資料。,"CNS 27001, A.7.10"
實體,可攜式儲存媒體 (有資料備份磁帶),2. 媒體在存放設施中遭竊 (Theft of media from storage facility),存放在異地備援中心或倉儲公司的備份磁帶，因該設施的保全不足而被竊。,"ISO/IEC 27005, A.10, TH06",供應商 / 外部攻擊者,竊賊入侵了簽約的倉儲公司，偷走了一整批企業存放的備份磁帶。,"NIST SP 800-30, D-2",供應商安全管理不足,與委外倉儲公司的合約中，未明確要求其應具備的實體安全級（如門禁、監視、保全）。,"CNS 27001, A.5.19"
實體,可攜式儲存媒體 (有資料備份磁帶),3. 存放環境不當導致媒體劣化 (Degradation due to environment),儲存磁帶的場所溫濕度過高、有磁場干擾或陽光直射，導致磁帶發霉、變形或消磁，資料無法讀取。,"ISO/IEC 27005, A.10, TP02",環境因素,異地儲存的倉庫沒有溫濕度控制，在潮濕的氣候下，磁帶因受潮而損毀。,"NIST SP 800-30, D-2",實體檔案存放環境未受控,未要求異地儲存設施必須符合磁性媒體儲存的環境標準（如恆溫恆濕）。,"CNS 27001, A.7.3"
實體,可攜式儲存媒體 (有資料備份磁帶),4. 媒體標示不清或錯誤 (Improper labeling),磁帶上的標籤脫落、字跡模糊或內容錯誤，導致在需要緊急還原時，無法快速找到正確的備份磁帶與時間點。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),IT人員在更換磁帶時，忘記貼上新的標籤，或寫錯了日期。,"NIST SP 800-30, G-4",缺乏媒體管理程序,沒有標準化的程序來規範磁帶的標示、盤點、輪替與追蹤。,"CNS 27001, A.7.8"
實體,可攜式儲存媒體 (有資料備份磁帶),5. 磁帶機與媒體不相容 (Incompatibility between drive and media),災難發生後，緊急採購的磁帶機與舊有的備份磁帶格式（如LTO-5 vs LTO-8）不相容，導致無法讀取備份資料。,"ISO/IEC 27005, A.10, TO01",結構性因素,公司的磁帶機已是多年前的舊型號，市面上已難以找到相容的設備。,"NIST SP 800-30, D-2",災難復原計畫未考慮硬體相容性,災難復原計畫中，未詳載所需備援硬體的精確型號與規格，也未定期檢視市場供給狀況。,"CNS 27001, A.5.30"
實體,可攜式儲存媒體 (有資料備份磁帶),6. 媒體物理損壞 (Physical damage to media),磁帶在運送或操作過程中，因掉落、擠壓，導致外殼破裂或磁帶本身產生皺褶，造成讀取錯誤。,"ISO/IEC 27005, A.10, TO01",內部人員 / 供應商 (意外),維護人員在將磁帶放入磁帶櫃時，不慎手滑將其摔落在地。,"NIST SP 800-30, G-4",未使用堅固的防撞運送箱,在運送磁帶時，僅使用普通紙箱，而非專用的防撞、防摔保護箱。,"CNS 27001, A.7.10"
實體,可攜式儲存媒體 (有資料備份磁帶),7. 磁帶機讀寫頭髒污或故障 (Dirty or faulty tape drive),磁帶機的讀寫頭因長期使用未清潔，或已老化故障，導致備份時資料寫入不完整，或還原時無法讀取。,"ISO/IEC 27005, A.10, TO01",結構性因素,磁帶機的錯誤率已明顯升高，但仍被持續使用。,"NIST SP 800-30, D-2",未定期執行硬體維護,未定期使用清潔磁帶來清潔磁帶機讀寫頭，也未依原廠建議進行預防性維護。,"CNS 27001, A.7.9"
實體,可攜式儲存媒體 (有資料備份磁帶),8. 媒體超過保存年限 (Media retention period expired),磁帶有其建議的保存年限，超過年限後，其磁性塗層可能開始劣化，增加資料讀取失敗的風險。,"ISO/IEC 27005, A.10, TO01",結構性因素,用於長期歸檔的磁帶已存放超過十年，其可靠性已無法保證。,"NIST SP 800-30, D-2",未定期進行資料轉置 (Data migration),沒有規劃在磁帶達到保存年限前，將其上的資料轉移到新的儲存媒體上。,"CNS 27001, A.8.13"
實體,可攜式儲存媒體 (有資料備份磁帶),9. 媒體報廢處理不當 (Improper media disposal),汰換下來的舊備份磁帶，在丟棄前未經過消磁(Degaussing)或物理粉碎，導致殘存資料有外洩風險。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),IT人員僅將磁帶折斷就丟棄，但磁帶上的大部分資料仍可能被專業設備回復。,"NIST SP 800-30, G-4",缺乏媒體銷毀政策與程序,沒有明確的政策與程序，規範磁帶磁性媒體應如何進行汰除與銷毀。,"CNS 27001, A.7.10"
實體,可攜式儲存媒體 (有資料備份磁帶),10. 火災或水損 (Fire or water damage),存放備份磁帶的場所發生火災或淹水，直接損毀了作為災難復原最後一道防線的備份資料。,"ISO/IEC 27005, A.10, TP01",環境因素,異地備援中心的消防系統故障，導致火災發生時無法及時撲滅。,"NIST SP 800-30, D-2",存放設施的環境防護不足,未將備份磁帶存放在具備防火、防水能力的專用媒體櫃或保險箱中。,"CNS 27001, A.7.3"
實體,可攜式儲存媒體 (無資料空白磁帶),1. 媒體遭竊 (Theft of media),大量全新的空白磁帶被竊，造成公司的財產損失。,"ISO/IEC 27005, A.10, TH06",外部攻擊者/敵對內部人員,員工利用職務之便，長期少量地將空白磁帶偷回家變賣。,"NIST SP 800-30, D-2",庫存管理與實體安全不足,存放耗材的儲藏室未上鎖，也未定期盤點庫存，導致失竊後難以察覺。,"CNS 27001, A.7.1"
實體,可攜式儲存媒體 (無資料空白磁帶),2. 存放環境不當導致媒體劣化 (Degradation due to environment),全新空白磁帶在啟用前，因儲存環境的溫濕度過高或過低，導致其品質下降，未來使用時容易發生讀寫錯誤。,"ISO/IEC 27005, A.10, TP02",環境因素,將整箱全新的磁帶存放在潮濕的地下室，導致其發霉或受潮。,"NIST SP 800-30, D-2",耗材存放環境未受控,未依照原廠建議的儲存條件來存放空白磁帶精密耗材。,"CNS 27001, A.7.3"
實體,可攜式儲存媒體 (無資料空白磁帶),3. 媒體物理損壞 (Physical damage to media),整箱的空白磁帶在搬運過程中，因掉落或重壓，導致外殼破裂或內部機件損壞。,"ISO/IEC 27005, A.10, TO01",內部人員 / 供應商 (意外),倉儲人員在操作堆高機時，不慎撞到存放磁帶的貨架。,"NIST SP 800-30, G-4",搬運與存放程序不當,未對工作人員進行關於如何安全搬運與堆疊精密物品的訓練。,"CNS 27001, A.6.3"
實體,可攜式儲存媒體 (無資料空白磁帶),4. 誤用為已備份磁帶 (Misused as a used tape),因標示不清或人為疏失，將一捲全新的空白磁帶，誤當作是已寫入資料的磁帶進行歸檔或還原操作，造成混亂。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),維護人員隨手拿了一捲磁帶，未檢查其狀態就放入磁帶櫃中，覆蓋了應保留的備份。,"NIST SP 800-30, G-4",缺乏媒體管理程序,沒有標準化的程序來區分、標示和管理全新、已使用、待銷毀不同狀態的磁帶。,"CNS 27001, A.7.8"
實體,可攜式儲存媒體 (無資料空白磁帶),5. 採購到劣質或假冒產品 (Purchase of counterfeit or low-quality products),為了節省成本，向非授權通路採購到品質不佳或假冒的磁帶，此類產品的錯誤率高，嚴重影響備份可靠性。,"ISO/IEC 27005, A.10, TO01",供應商,採購人員在不明的網購平台，買到一批價格異常便宜的仿冒LTO磁帶。,"NIST SP 800-30, D-2",供應商評選與管理不足,採購流程中未對供應商的信譽與授權資格進行驗證。,"CNS 27001, A.5.20"
實體,可攜式儲存媒體 (無資料空白磁帶),6. 產品型號錯誤 (Incorrect product model),採購了與現有磁帶機不相容的磁帶型號（如買到LTO-7磁帶，但磁帶機只支援到LTO-6）。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),採購人員不了解不同LTO世代的差異，僅依據價格下單。,"NIST SP 800-30, G-4",採購流程與技術規格脫節,採購申請流程中，未要求IT部門提供精確的產品規格或進行最終確認。,"CNS 27001, A.5.19"
實體,可攜式儲存媒體 (無資料空白磁帶),7. 庫存不足 (Insufficient stock),因未準確預估備份用量，導致在需要時（如月底全備份），沒有足夠的空白磁帶可用，造成備份中斷。,"ISO/IEC 27005, A.10, TO03",內部人員 (意外),未建立安全庫存水位，也未定期檢查耗材存量。,"NIST SP 800-30, G-4",缺乏耗材庫存管理機制,沒有系統化的方法來追蹤耗材的使用、採購與庫存量。,"CNS 27001, A.5.31"
實體,可攜式儲存媒體 (無資料空白磁帶),8. 火災或水損 (Fire or water damage),存放空白磁帶的倉庫發生火災或淹水，導致所有備用耗材一次性全毀，影響後續的備份作業。,"ISO/IEC 27005, A.10, TP01",環境因素,存放耗材的倉庫與主機房位於同一棟建築，若發生火災將一同受損。,"NIST SP 800-30, D-2",存放設施的環境防護不足,未將備用耗材存放在具備防火、防水能力的儲藏室。,"CNS 27001, A.7.3"
實體,可攜式儲存媒體 (無資料空白磁帶),9. 供應商斷貨 (Supplier discontinuation),生產特定格式磁帶的廠商停產或倒閉，導致未來無法再採購到相容的空白磁帶。,"ISO/IEC 27005, A.10, TO03",供應商,全球最後一家生產DAT磁帶的廠商宣布停產。,"NIST SP 800-30, D-2",缺乏技術資產生命週期管理,未能預見技術世代交替的風險，並預先規劃升級或轉換至新的儲存技術。,"CNS 27001, A.5.21"
實體,可攜式儲存媒體 (無資料空白磁帶),10. 遭惡意破壞 (Malicious destruction),心懷不滿的員工，故意破壞存放在倉庫中的全新空白磁帶，意圖癱瘓備份作業。,"ISO/IEC 27005, A.10, TH08",敵對的內部人員,員工利用強力磁鐵，對整箱的空白磁帶進行消磁。,"NIST SP 800-30, D-2",存放設施的存取控制不足,存放重要耗材的儲藏室未上鎖，或任何人都可以輕易進出。,"CNS 27001, A.7.2"
實體,可攜式儲存媒體(無資料光碟),1. 媒體遭竊 (Theft of media),"大量全新的空白光碟（CD-R, DVD-R, Blu-ray）被竊，造成公司的財產損失。","ISO/IEC 27005, A.10, TH06",外部攻擊者/敵對內部人員,員工利用職務之便，長期少量地將整筒的空白光碟偷回家。,"NIST SP 800-30, D-2",庫存管理與實體安全不足,存放耗材的儲藏室未上鎖，也未定期盤點庫存，導致失竊後難以察覺。,"CNS 27001, A.7.1"
實體,可攜式儲存媒體(無資料光碟),2. 存放環境不當導致媒體劣化 (Degradation due to environment),空白光碟因儲存環境過於潮濕、高溫或受陽光（紫外線）直射，導致其染料層或反射層變質，未來燒錄時容易失敗或資料無法長久保存。,"ISO/IEC 27005, A.10, TP02",環境因素,將整箱的空白光碟存放在窗邊，長期受到日曬。,"NIST SP 800-30, D-2",耗材存放環境未受控,未依照原廠建議的儲存條件來存放光碟光學媒體。,"CNS 27001, A.7.3"
實體,可攜式儲存媒體(無資料光碟),3. 媒體物理損壞 (Physical damage to media),空白光碟的讀寫面被刮傷、或光碟因不當受力而產生裂痕，導致無法使用。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),員工從光碟盒中拿取光碟時，不慎使其掉落地面，或手指直接觸摸讀寫面留下指紋油汙。,"NIST SP 800-30, G-4",缺乏對員工的設備保護宣導,未對員工進行關於如何正確拿取與存放光碟的教育訓練。,"CNS 27001, A.6.3"
實體,可攜式儲存媒體(無資料光碟),4. 誤用為已燒錄光碟 (Misused as a used disc),因標示不清或人為疏失，將一片全新的空白光碟，誤當作是已燒錄資料的光碟進行歸檔，造成混亂。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),辦公桌上同時放了空白光碟與資料光碟，員工在歸檔時拿錯了。,"NIST SP 800-30, G-4",未落實桌面淨空與物品標示,缺乏良好的個人工作習慣與物品管理程序。,"CNS 27001, A.7.7"
實體,可攜式儲存媒體(無資料光碟),5. 採購到劣質或假冒產品 (Purchase of counterfeit or low-quality products),為了節省成本，向非授權通路採購到品質不佳的光碟片，此類光碟的燒錄成功率低，且資料保存年限遠低於標示。,"ISO/IEC 27005, A.10, TO01",供應商,採購人員在網購買到一批價格異常便宜的光碟片，結果燒錄錯誤率極高。,"NIST SP 800-30, D-2",供應商評選與管理不足,採購流程中未對供應商的信譽與授權資格進行驗證。,"CNS 27001, A.5.20"
實體,可攜式儲存媒體(無資料光碟),6. 產品型號錯誤 (Incorrect product model),採購了與現有燒錄機不相容的光碟類型（如燒錄機不支援Blu-ray，卻買了BD-R）。,"ISO/IEC 27005, A.10, TI03",內部人員 (意外),採購人員不了解不同光碟格式的差異，僅依據容量下單。,"NIST SP 800-30, G-4",採購流程與技術規格脫節,採購申請流程中，未要求IT部門提供精確的產品規格或進行最終確認。,"CNS 27001, A.5.19"
實體,可攜式儲存媒體(無資料光碟),7. 庫存不足 (Insufficient stock),因未準確預估用量，導致在需要進行資料歸檔或交付時，沒有足夠的空白光碟可用。,"ISO/IEC 27005, A.10, TO03",內部人員 (意外),未建立安全庫存水位，也未定期檢查耗材存量。,"NIST SP 800-30, G-4",缺乏耗材庫存管理機制,沒有系統化的方法來追蹤耗材的使用、採購與庫存量。,"CNS 27001, A.5.31"
實體,可攜式儲存媒體(無資料光碟),8. 火災或水損 (Fire or water damage),存放空白光碟的倉庫發生火災或淹水，導致所有備用耗材一次性全毀。,"ISO/IEC 27005, A.10, TP01",環境因素,存放耗材的倉庫與主機房位於同一棟建築，若發生火災將一同受損。,"NIST SP 800-30, D-2",存放設施的環境防護不足,未將備用耗材存放在具備防火、防水能力的儲藏室。,"CNS 27001, A.7.3"
實體,可攜式儲存媒體(無資料光碟),9. 供應商斷貨 (Supplier discontinuation),生產特定格式光碟的廠商停產，或市場上已淘汰該規格，導致未來無法再採購到相容的空白光碟。,"ISO/IEC 27005, A.10, TO03",供應商,DVD燒錄機與光碟片逐漸被市場淘汰，越來越難買到高品質的產品。,"NIST SP 800-30, D-2",缺乏技術資產生命週期管理,未能預見技術世代交替的風險，並預先規劃轉換至新的儲存歸檔技術。,"CNS 27001, A.5.21"
實體,可攜式儲存媒體(無資料光碟),10. 遭惡意破壞 (Malicious destruction),心懷不滿的員工，故意將整批空白光碟折斷或刮傷，意圖癱瘓特定作業。,"ISO/IEC 27005, A.10, TH08",敵對的內部人員,員工將存放在倉庫中的全新空白光碟惡意破壞。,"NIST SP 800-30, D-2",存放設施的存取控制不足,存放重要耗材的儲藏室未上鎖，或任何人都可以輕易進出。,"CNS 27001, A.7.2"
實體,網路或安控設備 (路由器),1. 設備遭竊 (Theft of device),攻擊者入侵網路機房或辦公室，偷走核心路由器，導致內外部網路全面中斷，並可能竊取其中的設定檔。,"ISO/IEC 27005, A.10, TH06",外部攻擊者,竊賊入侵辦公室，偷走了桌上的路由器設備。,"NIST SP 800-30, D-2",設備未安裝於上鎖的機櫃中,關鍵網路設備被放置在開放的環境，而非集中收容於上鎖的機櫃或機房中。,"CNS 27001, A.7.1"
實體,網路或安控設備 (路由器),2. 未經授權的實體存取 (Unauthorized physical access),未經授權的人員，透過路由器的Console埠直接連線，重設設備密碼或竄改設定。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員 / 外部攻擊者,攻擊者在取得機房存取權後，利用Console線纜繞過所有網路層防護，直接控制路由器。,"NIST SP 800-30, D-2",未對Console埠進行保護,未設定Console密碼，或設備未收容於上鎖機櫃，使得任何人都能輕易透過Console埠存取。,"CNS 27001, A.7.2"
實體,網路或安控設備 (路由器),3. 電力中斷 (Power failure),市電中斷，且路由器未連接在UPS上，或UPS電力耗盡，導致網路服務中斷。,"ISO/IEC 27005, A.10, TP03",環境因素,辦公室短暫跳電，但因路由器沒有接UPS，導致所有員工斷網數分鐘。,"NIST SP 800-30, D-2",關鍵網路設備未納入備援電力規劃,僅保護了伺服器，但忽略了路由器、交換器同樣關鍵的網路基礎設施。,"CNS 27001, A.7.3"
實體,網路或安控設備 (路由器),4. 硬體故障 (Hardware failure),路由器的電源模組、風扇或網路介面卡(NIC)硬體組件故障，造成網路效能下降或服務完全中斷。,"ISO/IEC 27005, A.10, TO01",結構性因素,路由器的散熱風扇故障，導致設備過熱而自動重開機。,"NIST SP 800-30, D-2",缺乏硬體備援與維護合約,未採購具備備援模組（如雙電源）的路由器，也未與廠商簽訂硬體快速更換的維護合約。,"CNS 27001, A.5.21"
實體,網路或安控設備 (路由器),5. 過熱或通風不良 (Overheating),路由器被放置在密閉的櫃子或通風不良的角落，導致設備過熱，造成效能不穩或當機。,"ISO/IEC 27005, A.10, TP02",環境因素,員工為了美觀，將無線路由器塞在電視櫃的深處，影響其散熱。,"NIST SP 800-30, D-2",未遵循設備安裝的環境要求,未依照設備廠商手冊建議的空間與通風要求來安裝設備。,"CNS 27001, A.7.3"
實體,網路或安控設備 (路由器),6. 纜線鬆脫或損壞 (Loose or damaged cables),連接路由器的網路線或光纖，因拉扯、擠壓或老化而接觸不良或損壞，造成網路不穩或中斷。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),清潔人員在打掃時，不慎將路由器的網路線踢掉。,"NIST SP 800-30, G-4",纜線管理與標示不清,纜線未被妥善固定、整理與標示，容易導致誤拔或損壞。,"CNS 27001, A.7.4"
實體,網路或安控設備 (路由器),7. 設備報廢處理不當 (Improper device disposal),汰換下來的路由器在丟棄前，未將其設定檔（可能包含密碼、VPN金鑰）清除，導致資訊外洩。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),IT人員將舊路由器當作一般電子垃圾處理，未恢復原廠設定或銷毀儲存晶片。,"NIST SP 800-30, G-4",缺乏設備報廢程序,沒有明確的政策與程序，規範網路設備應如何進行汰除，包含資料清除的步驟。,"CNS 27001, A.7.10"
實體,網路或安控設備 (路由器),8. 韌體(Firmware)更新失敗 (Firmware update failure),在進行韌體升級的過程中，因斷電或檔案損毀，導致路由器變磚(brick)，無法啟動。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),維護人員在更新韌體時，辦公室發生短暫跳電。,"NIST SP 800-30, G-4",缺乏安全的韌體更新程序,未在UPS保護下執行韌體更新，或更新前未備份現有設定檔。,"CNS 27001, A.8.8"
實體,網路或安控設備 (路由器),9. 天線遭破壞或干擾 (Antenna damage or interference),無線路由器的天線被折斷，或周遭有強烈的電磁干擾源（如微波爐），導致無線網路訊號不佳或中斷。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外) / 環境因素,員工為了調整角度，用力過猛而折斷了天線。,"NIST SP 800-30, D-2",設備放置位置不當,將無線路由器放置在容易被碰撞或靠近干擾源的位置。,"CNS 27001, A.7.1"
